p1est	p2est	vest	yawest	yawrateest	p1meas	p2meas	p1	p2	v1_gt	v2_gt	NIS	sensor_type
-25.0618	4.69938	4.82518	0.984221	-0.495539	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	8.91969	1
-24.9434	4.89351	4.80792	0.963848	-0.491619	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.460983	0
-24.7878	5.08462	4.8093	0.93461	-0.49471	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	2.28254	1
-24.6199	5.29821	4.85443	0.907176	-0.49654	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	0.899199	0
-24.4488	5.47837	4.87147	0.867961	-0.519937	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.948572	1
-24.2629	5.65186	4.87613	0.832464	-0.528937	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	1.22212	0
-24.0971	5.81516	4.86883	0.798357	-0.543134	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	3.29342	1
-23.9243	5.97601	4.85486	0.768551	-0.545947	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.066024	0
-23.779	6.15805	4.80383	0.768395	-0.49911	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	4.59964	1
-23.6117	6.31364	4.78629	0.743162	-0.499742	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.0991931	0
-23.4626	6.48482	4.75482	0.735324	-0.474055	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	1.94134	1
-23.237	6.70564	4.87381	0.715841	-0.467587	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	4.29744	0
-23.0427	6.8468	4.84994	0.689938	-0.464852	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768	5.58619	1
-22.8283	7.01934	4.89784	0.665961	-0.46465	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431	1.01344	0
-22.6173	7.15554	4.90661	0.632891	-0.477362	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038	1.42521	1
-22.4318	7.30057	4.89573	0.612802	-0.473929	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598	0.31815	0
-22.2035	7.43045	4.94848	0.57064	-0.505304	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118	2.45612	1
-22.022	7.59165	4.95215	0.5602	-0.490951	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607	2.1529	0
-21.8379	7.75776	4.92884	0.56152	-0.453092	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074	5.94572	1
-21.6296	7.90036	4.9414	0.543329	-0.448542	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526	0.109159	0
-21.4397	8.03295	4.90999	0.531417	-0.433428	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971	1.77269	1
-21.2141	8.07297	4.84254	0.481839	-0.461584	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417	4.26355	0
-21.0233	8.22117	4.79869	0.488242	-0.415237	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871	6.81021	1
-20.8433	8.37148	4.79914	0.486137	-0.397101	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341	3.33531	0
-20.6033	8.48414	4.85232	0.45738	-0.412129	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835	4.16961	1
-20.3532	8.62176	4.91861	0.442258	-0.405724	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	1.41186	0
-20.156	8.7481	4.86916	0.443947	-0.370993	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	2.32336	1
-19.9556	8.85043	4.84508	0.42847	-0.368371	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	0.624106	0
-19.7582	8.96548	4.79574	0.428086	-0.339126	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	1.92954	1
-19.5344	9.03962	4.78208	0.402376	-0.347831	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	0.42753	0
-19.2962	9.14619	4.82139	0.386184	-0.348032	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	4.40492	1
-19.0091	9.23951	4.90265	0.361556	-0.353989	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	5.87315	0
-18.7937	9.32219	4.88293	0.345118	-0.352968	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	1.67183	1
-18.5375	9.42601	4.9331	0.332295	-0.347581	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	0.825157	0
-18.2731	9.46078	4.9805	0.285828	-0.389005	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	5.46001	1
-17.9812	9.59186	5.09282	0.282756	-0.371414	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	3.55783	0
-17.7371	9.68096	5.07304	0.279108	-0.34648	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	2.99748	1
-17.4613	9.79058	5.1421	0.273506	-0.334001	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	1.31347	0
-17.2143	9.867	5.14767	0.259958	-0.33106	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	0.483525	1
-16.9415	9.99105	5.21727	0.262653	-0.311284	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	1.64905	0
-16.6873	10.0583	5.21929	0.247815	-0.310002	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	0.0590134	1
-16.4386	10.1655	5.24092	0.24873	-0.293732	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	1.48159	0
-16.1821	10.2344	5.25313	0.234711	-0.294812	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	0.537115	1
-15.9461	10.2613	5.20754	0.210008	-0.305034	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	0.585721	0
-15.6987	10.3261	5.19003	0.203097	-0.292265	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	0.339964	1
-15.4767	10.3223	5.1158	0.171399	-0.309808	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	1.61163	0
-15.181	10.3492	5.20884	0.138973	-0.338177	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	7.83658	1
-14.9205	10.405	5.22342	0.129693	-0.330484	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	0.275316	0
-14.677	10.4393	5.15274	0.125616	-0.303707	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	6.46618	1
-14.4332	10.4082	5.10745	0.0888734	-0.32566	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	2.06379	0
-14.1728	10.4335	5.11057	0.0754777	-0.320669	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	0.568323	1
-13.8686	10.5787	5.23294	0.104427	-0.274009	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	8.11199	0
-13.6154	10.6371	5.19476	0.112648	-0.239025	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	2.47258	1
-13.3637	10.6372	5.17472	0.0907868	-0.249155	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	0.430555	0
-13.1014	10.6633	5.18326	0.0797153	-0.247727	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	0.206029	1
-12.8454	10.7549	5.20729	0.0936405	-0.221247	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	4.29748	0
-12.582	10.8049	5.20784	0.0962696	-0.202267	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	1.64053	1
-12.3454	10.7735	5.15569	0.0665452	-0.222204	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	1.6596	0
-12.09	10.8094	5.13736	0.0683241	-0.201992	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	0.863786	1
-11.8418	10.872	5.14202	0.0749588	-0.185338	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	2.31183	0
-11.5663	10.8932	5.16639	0.0677675	-0.181581	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546	2.66922	1
-11.3356	10.908	5.12725	0.0582691	-0.182261	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761	0.819671	0
-11.0699	10.8484	5.19247	0.00277753	-0.254421	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681	9.25373	1
-10.7785	10.8229	5.23115	-0.0187471	-0.262826	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317	2.68805	0
-10.5226	10.8194	5.22175	-0.0302995	-0.260591	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679	0.172045	1
-10.2888	10.8151	5.18397	-0.0417797	-0.259416	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776	1.02043	0
-10.0418	10.8654	5.11556	-0.0168561	-0.20106	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618	6.72872	1
-9.78133	10.9105	5.13484	-0.00861512	-0.182634	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212	2.19722	0
-9.55028	10.8924	5.08649	-0.0215779	-0.184144	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664	3.97502	1
-9.28945	10.9172	5.10339	-0.0193934	-0.172715	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865	0.785771	0
-9.04404	10.8984	5.07384	-0.0293406	-0.169481	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787	2.65532	1
-8.77972	10.928	5.09791	-0.0239417	-0.155616	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248	1.14493	0
-8.53971	10.8872	5.06438	-0.04277	-0.164809	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992	6.32002	1
-8.37007	10.8118	4.92856	-0.0760632	-0.190218	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359	5.20297	0
-8.12016	10.8228	4.91827	-0.0685914	-0.165744	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617	1.64748	1
-7.78799	10.8643	5.05768	-0.0524962	-0.140732	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791	5.41931	0
-7.52731	10.8643	5.04828	-0.0464622	-0.117731	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029	2.33906	1
-7.25163	10.8511	5.08367	-0.0517675	-0.116993	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692	0.5635	0
